supplier_country,supplier_region,political_stability_index,infrastructure_score,natural_disaster_frequency,corruption_index,conflict_score,sanctions_exposure,export_restriction_risk,diplomatic_relations_score,distance_km,is_landlocked,supplier_tenure_years,contract_type,communication_responsiveness_hours,num_alternative_suppliers,supplier_tier,quality_incidents,audit_score,iso_certified,regulatory_violations,financial_stability_index,debt_to_equity,payment_delay_days,dependency_ratio,revenue_trend_yoy,num_employees,on_time_delivery_rate,avg_lead_time_days,lead_time_variability,order_fulfillment_rate,capacity_utilization,past_disruptions_lagged,avg_recovery_time_lagged,inventory_buffer_days,num_active_contracts,transport_mode,labor_strike_history,archetype,risk_level
Bangladesh,South Asia,-0.91,32.5,6.8,24.0,0.3,0,1,45.3,8856,1,1,spot,52.6,0,Tier 2,4,63.8,0,2,34.1,2.05,30.807021022521205,64.6,-7.9,324,65.3,46,6.9,69.9,84.6,3,13.7,8,20,sea,0,3,3
Oman,Middle East,0.59,55.0,0.8,52.0,0.0,0,1,36.1,8523,0,0,spot,88.9,1,Tier 3,3,46.5,1,2,18.0,1.75,39.4622079822315,73.2,-2.3,5,69.4,56,9.67152089075322,74.3,91.1,1,21.5,16,22,sea,2,3,3
Oman,Middle East,0.59,55.0,0.8,52.0,0.0,0,0,41.6,8645,0,2,spot,60.3,1,Tier 2,6,45.6,0,4,38.5,1.92,14.1,69.3,-21.5,5,76.8,51,8.2,75.5,79.3,1,18.3,6,27,land,0,3,2
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,18.5,9705,1,4,spot,80.8,2,Tier 3,2,49.0,1,6,31.6,2.07,20.248409221562763,76.9,-7.2,640,74.1,49,10.153897071481289,77.8,91.9,5,26.1,10,26,land,2,3,4
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,25.7,8119,1,0,spot,74.2,1,Tier 1,3,45.3,0,3,36.7,2.19,21.3,91.4,-15.8,252,70.2,46,12.12451774401036,75.0,93.5,2,35.4,1,26,land,0,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,1,1,31.8,9539,1,0,long-term,63.5,1,Tier 2,2,42.8,0,5,61.3,2.07,18.6,68.0,-6.6,610,70.6,36,9.683878566953119,77.4,89.8,3,29.1,6,27,sea,4,3,4
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,44.7,9419,0,4,long-term,59.3,0,Tier 1,2,52.6,0,1,38.0,3.01,15.3,66.0,-11.3,5,65.4,36,9.2504701893494,73.2,89.2,2,23.5,13,30,sea,2,3,3
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,1,26.7,8555,1,5,long-term,60.6,0,Tier 3,6,64.4,1,5,41.6,2.1,28.4,45.5,2.3,373,67.0,32,9.36292222742291,70.5,95.3,4,17.7,7,15,sea,1,3,3
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,42.2,8719,0,1,long-term,87.8,0,Tier 3,10,55.9,1,5,33.9,2.55,38.966565335512456,80.7,-2.3,112,51.7,47,8.1,86.1,83.2,2,20.9,16,28,land,0,3,3
Lebanon,Middle East,-1.52,65.0,0.8,23.0,4.1,1,0,35.7,8803,1,1,long-term,66.8,0,Tier 1,6,54.9,0,4,13.1,2.62,31.34069028437176,65.3,-2.6,5,65.7,34,8.247954686882139,70.0,88.2,5,22.6,9,21,sea,0,3,4
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,1,0,26.6,9574,1,8,long-term,88.5,2,Tier 1,3,46.5,0,0,32.0,1.6,44.41941877758598,58.3,0.2,5,68.3,29,4.3,69.8,86.8,4,29.3,9,16,land,0,3,4
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,1,17.6,9150,1,3,spot,58.7,1,Tier 2,6,56.0,0,2,21.1,2.37,47.31357767481639,56.3,1.8,721,71.4,42,10.822446063813382,76.9,95.5,1,11.9,4,19,sea,1,3,3
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,1,46.0,6473,0,2,long-term,90.0,1,Tier 3,6,50.7,1,3,20.2,1.79,37.19920280575272,78.7,-3.8,75,63.7,31,8.091891817948913,63.8,89.2,4,24.3,3,25,sea,0,3,3
"Congo, Dem. Rep.",Africa,-2.04,32.5,9.0,20.0,12.9,0,0,51.3,7952,1,1,long-term,74.8,0,Tier 2,5,48.7,0,5,41.0,2.73,29.4,58.4,-10.2,30,61.4,47,11.20360040801527,73.2,97.2,3,18.2,10,22,land,2,3,3
Israel,Middle East,-1.46,67.5,0.5,62.0,15.8,0,0,20.7,9170,0,4,spot,54.6,0,Tier 2,4,33.2,0,4,24.0,2.43,21.96165057583558,64.3,-5.5,48,68.6,37,9.4,71.9,83.6,5,21.8,8,15,air,0,3,3
Tunisia,Africa,-0.63,35.0,2.2,39.0,0.0,1,0,25.7,8524,0,3,long-term,58.4,0,Tier 2,3,49.5,0,2,18.5,1.9,29.85331376304251,69.6,-7.7,499,60.4,40,4.1,73.2,87.0,2,19.4,1,24,sea,1,3,4
Pakistan,South Asia,-1.93,32.5,11.1,28.0,5.5,0,1,31.4,9864,1,0,spot,45.2,3,Tier 2,1,60.4,0,1,40.9,1.95,21.5,60.3,-9.7,321,71.4,40,10.763270006714931,76.9,91.7,5,26.5,9,24,sea,0,3,3
Pakistan,South Asia,-1.93,32.5,11.1,28.0,5.5,0,1,30.0,8400,1,4,long-term,64.5,0,Tier 2,3,40.7,0,5,13.1,2.57,33.901381770511776,78.0,-13.6,5,62.9,34,8.893249244071784,73.5,92.0,4,28.9,13,17,sea,0,3,4
Bangladesh,South Asia,-0.91,32.5,6.8,24.0,0.3,0,1,30.7,6857,0,4,spot,66.2,0,Tier 3,5,40.9,0,1,47.6,2.15,23.9,79.0,-4.7,5,61.6,49,8.643748183824524,72.1,91.2,2,28.3,8,21,sea,0,3,3
Nigeria,Africa,-1.77,35.0,8.2,26.0,7.5,0,0,33.3,7794,1,2,spot,48.5,1,Tier 3,4,44.7,0,3,40.9,2.7,26.6,68.5,-11.9,5,68.1,51,6.7,75.0,83.6,0,23.7,2,19,sea,1,3,3
Cameroon,Africa,-1.4,27.5,2.4,26.0,3.5,1,0,33.0,10774,1,3,long-term,42.5,1,Tier 3,2,49.2,0,5,38.5,2.27,20.0,70.9,-2.9,91,74.1,41,7.022516163323217,73.9,91.6,4,21.6,8,25,sea,3,3,4
Pakistan,South Asia,-1.93,32.5,11.1,28.0,5.5,0,0,34.0,10311,0,0,spot,57.3,1,Tier 1,6,52.6,0,0,44.6,1.77,31.4,69.7,3.1,648,56.6,43,9.881555401100346,73.3,93.7,3,29.3,13,23,sea,2,3,3
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,1,44.3,8438,1,2,long-term,70.7,1,Tier 3,9,53.6,0,7,29.2,2.55,24.968084068324078,68.5,-4.2,5,69.0,35,10.23259977467112,76.7,95.4,3,21.7,17,22,sea,0,3,4
South Africa,Africa,-0.67,65.0,5.5,41.0,0.1,1,0,29.7,9672,0,0,spot,30.0,1,Tier 3,7,44.4,0,4,26.6,2.01,25.16806514042889,62.7,-9.3,520,70.2,41,8.6,73.5,86.2,3,14.0,8,28,air,2,3,4
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,1,0,32.6,9235,1,2,long-term,48.9,1,Tier 2,4,51.6,1,6,20.9,2.16,23.28192706611253,59.6,-15.4,453,68.6,53,12.980086248923987,80.0,90.2,2,24.5,14,22,land,0,3,4
Afghanistan,South Asia,-2.48,17.5,5.7,16.0,18.8,0,0,30.2,9686,1,2,spot,56.9,1,Tier 2,4,62.0,0,5,19.8,2.66,42.553054436633325,53.1,-7.9,5,72.3,28,11.436190295326217,73.4,96.5,2,21.7,12,20,land,0,3,3
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,32.2,9138,0,4,long-term,42.5,1,Tier 2,4,65.4,0,0,36.0,1.82,21.9,77.4,-8.6,639,63.6,39,12.666718099598782,74.2,89.6,5,16.4,7,17,sea,1,3,2
Afghanistan,South Asia,-2.48,17.5,5.7,16.0,18.8,0,0,22.4,9416,1,0,spot,48.5,2,Tier 2,5,56.7,1,1,28.1,2.57,20.338213539059534,68.1,-1.8,5,77.7,36,9.833909517136778,79.1,99.7,4,23.8,15,18,land,2,3,3
Afghanistan,South Asia,-2.48,17.5,5.7,16.0,18.8,1,0,27.3,9091,0,3,spot,49.0,1,Tier 3,4,50.5,0,3,42.7,2.49,23.2,71.8,-3.4,5,72.9,44,5.3,75.7,83.2,3,24.6,5,25,sea,2,3,4
Qatar,Middle East,0.99,70.0,0.2,58.0,0.0,0,0,27.5,9425,0,3,spot,52.9,0,Tier 3,2,50.2,0,5,34.5,2.35,35.57617492722724,66.6,-10.2,243,71.0,50,10.568705969360012,69.8,92.5,4,20.6,3,12,sea,3,3,3
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,0,32.1,8568,1,0,spot,56.0,0,Tier 2,3,40.3,0,9,42.2,1.5,20.4,70.6,-1.7,237,65.2,36,7.01632325694678,69.4,94.2,4,26.6,13,18,sea,0,3,4
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,1,31.9,8198,0,0,long-term,82.4,1,Tier 3,5,44.0,1,3,52.7,3.27,18.1,80.3,-7.5,571,69.7,43,5.750589824558303,69.6,91.1,2,23.0,3,25,sea,2,3,3
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,1,45.2,8511,0,4,long-term,64.4,0,Tier 2,5,42.9,0,3,33.6,3.09,28.843264374730914,58.4,-15.5,118,58.3,43,10.84015921715633,71.1,93.8,5,23.5,15,13,sea,3,3,3
Morocco,Africa,-0.37,35.0,2.7,39.0,0.0,0,0,25.4,7866,0,2,long-term,78.8,2,Tier 3,3,50.3,0,4,36.7,2.36,26.9,75.1,-10.2,5,64.3,32,8.1,74.8,87.4,3,26.0,16,23,land,0,3,2
India,South Asia,-0.64,55.0,24.2,39.0,3.5,0,1,24.1,9688,0,2,spot,51.4,1,Tier 1,3,59.6,0,4,26.3,2.52,29.79305620022412,40.9,11.5,133,68.4,33,8.116065154442488,73.5,93.0,3,25.5,0,22,land,2,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,1,19.2,9104,0,2,spot,61.9,0,Tier 3,5,50.9,0,3,34.8,2.82,31.302298291856026,59.0,-7.6,5,70.1,33,7.4,81.5,85.5,0,19.8,9,25,land,0,3,3
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,1,25.3,8756,0,3,long-term,74.3,2,Tier 3,5,56.9,0,4,34.1,2.77,35.15638369362684,47.7,-6.3,190,73.4,39,8.6,78.5,86.6,3,23.6,9,17,sea,1,3,3
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,1,23.1,7395,0,3,long-term,94.9,2,Tier 1,7,55.8,0,6,40.0,2.04,18.0,73.2,-9.4,47,64.3,54,8.0,74.3,81.2,1,17.9,16,22,sea,1,3,4
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,0,0,22.0,7479,1,1,long-term,56.9,2,Tier 2,4,65.7,0,3,47.2,2.54,21.6,66.6,-12.5,576,73.1,47,7.4,72.2,86.4,0,29.2,12,21,sea,1,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,24.8,10556,1,1,spot,42.4,1,Tier 1,4,62.8,1,0,35.6,2.28,15.8,81.6,-12.5,631,68.8,48,11.42539406623665,81.5,90.7,4,20.7,7,15,sea,1,3,2
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,1,41.2,9556,0,0,long-term,44.1,1,Tier 2,4,51.1,1,6,28.5,2.0,35.33760815547563,53.0,-12.0,410,58.1,38,10.398179950750482,72.0,99.1,1,21.2,9,22,land,2,3,4
Turkiye,Middle East,-1.01,65.0,6.0,31.0,0.8,0,0,42.6,8827,0,4,long-term,26.9,1,Tier 3,7,51.4,0,2,38.6,2.25,27.8,80.8,-3.6,5,68.9,30,11.880672539692739,82.0,97.9,4,20.7,0,24,land,1,3,3
Ethiopia,Africa,-1.97,35.0,2.5,38.0,10.8,0,0,38.8,9928,1,2,spot,86.1,2,Tier 3,4,51.8,1,4,56.7,2.74,26.4,59.9,-0.2,394,71.2,41,5.9,73.7,86.3,2,23.9,3,20,sea,1,3,2
Tanzania,Africa,-0.05,35.0,4.2,40.0,0.1,0,1,37.2,9432,0,1,spot,60.0,1,Tier 3,4,55.4,0,4,23.6,2.22,21.532025023203996,72.4,-8.7,494,61.2,47,8.1,69.7,81.7,3,20.6,4,24,land,2,3,3
Syrian Arab Republic,Middle East,-2.75,30.0,1.7,15.0,13.2,0,0,24.9,9201,1,1,spot,56.4,0,Tier 3,3,52.2,1,7,19.5,2.42,33.11885534697037,58.9,-6.4,268,65.4,45,10.604960816696659,78.2,89.1,5,29.3,13,27,land,1,3,4
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,1,28.8,8843,0,5,spot,74.6,0,Tier 2,6,62.3,0,6,20.3,2.67,28.83108913025265,51.8,-7.3,98,69.6,47,8.8,67.7,78.8,0,24.3,4,22,sea,0,3,4
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,0,21.4,10328,1,0,spot,37.0,1,Tier 1,1,33.0,0,3,24.6,2.07,36.84076586591854,60.1,0.3,5,54.9,32,8.4,76.3,87.8,2,14.9,2,23,sea,0,3,3
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,31.5,8016,0,6,spot,88.0,1,Tier 2,6,58.5,0,2,32.9,1.69,43.10302400894258,71.3,-10.3,5,61.0,39,10.970425656254065,72.3,90.0,1,16.5,9,21,sea,3,3,3
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,1,7.3,10340,0,6,long-term,58.7,2,Tier 3,6,49.3,0,2,31.0,2.2,30.176671937708164,65.9,4.0,481,63.6,44,7.6,73.3,85.0,4,24.2,14,24,sea,2,3,3
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,0,28.2,9244,0,2,spot,47.7,0,Tier 2,4,56.7,0,1,25.1,1.95,44.947642904769864,74.8,-0.8,525,56.3,44,6.6,79.6,86.6,4,16.7,15,21,sea,1,3,3
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,0,0,41.2,7226,1,5,spot,49.8,1,Tier 1,5,40.6,0,5,30.9,2.07,45.48967593427027,63.8,-8.3,20,71.5,44,9.361408419424981,69.3,92.4,1,25.7,13,19,sea,0,3,3
South Africa,Africa,-0.67,65.0,5.5,41.0,0.1,0,0,30.4,8239,0,2,long-term,72.2,1,Tier 2,6,68.7,0,1,25.7,2.2,36.91666467814781,95.1,-10.4,344,75.3,36,10.5,75.2,76.0,3,28.1,6,25,sea,1,3,2
Jordan,Middle East,-0.2,65.0,0.5,50.0,0.0,0,0,31.9,8996,1,3,spot,48.1,1,Tier 2,4,55.1,0,1,24.2,1.86,37.66993731584341,79.2,-3.5,5,59.3,35,10.027408861383783,72.5,98.0,2,19.3,2,17,sea,3,3,3
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,0,26.5,7731,0,2,spot,73.0,2,Tier 3,5,52.3,1,3,18.8,1.89,35.51732716492016,85.3,-6.5,133,71.9,42,10.23131908388904,75.5,91.8,4,18.5,1,21,land,1,3,3
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,1,1,15.7,8378,1,1,long-term,71.4,1,Tier 3,3,61.0,0,2,46.1,2.36,22.1,72.5,-5.8,6,69.0,43,7.739033921740896,76.6,91.3,0,24.7,7,22,sea,1,3,4
"Iran, Islamic Rep.",Middle East,-1.69,35.0,6.5,23.0,0.8,0,0,34.8,8859,1,3,long-term,72.3,2,Tier 3,8,52.8,1,6,22.7,2.01,29.917547464155348,69.3,-7.7,370,70.3,55,7.4415142516649375,72.0,99.7,1,30.4,7,28,sea,0,3,4
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,54.8,8316,0,0,spot,70.1,0,Tier 2,1,48.0,0,6,16.4,2.76,37.60175281685206,68.8,-4.4,121,65.0,49,11.061715979426255,68.4,93.1,4,21.6,0,23,sea,1,3,4
"Egypt, Arab Rep.",Africa,-0.87,50.0,4.4,30.0,0.5,0,0,30.8,8677,1,2,spot,78.1,2,Tier 2,8,54.1,1,5,23.7,2.43,24.230220380899752,55.0,-4.8,5,70.6,38,6.2,69.1,85.3,1,19.9,0,19,land,2,3,2
Pakistan,South Asia,-1.93,32.5,11.1,28.0,5.5,0,0,29.8,7520,1,4,long-term,45.2,1,Tier 2,3,55.8,1,2,27.0,2.44,31.293793019499397,67.9,-9.7,176,77.1,44,5.6,83.5,86.1,3,18.1,13,20,sea,5,3,3
Rwanda,Africa,0.11,47.5,1.8,58.0,0.0,0,1,49.5,9636,0,3,spot,71.6,1,Tier 3,6,49.1,0,3,47.9,2.27,20.4,75.5,3.8,212,66.1,46,7.769318722217116,74.2,100.0,2,22.8,10,24,land,1,3,3
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,24.8,8703,1,2,spot,75.0,1,Tier 3,2,55.6,0,6,15.6,2.52,25.460221290238653,65.2,-1.4,636,64.4,37,8.5,77.2,83.9,1,21.9,11,28,sea,2,3,4
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,56.0,8610,1,0,long-term,60.0,2,Tier 3,3,59.1,0,5,26.1,2.29,46.29461346637846,61.9,-7.3,5,74.2,35,5.260574046810247,73.4,94.7,1,19.4,0,25,sea,0,3,2
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,1,13.6,10840,0,2,spot,63.1,2,Tier 2,6,37.4,0,4,22.7,2.24,33.680196992475395,61.4,-18.7,62,69.4,41,9.088156067931452,78.6,90.6,1,26.1,10,18,land,2,3,3
Ethiopia,Africa,-1.97,35.0,2.5,38.0,10.8,0,0,14.2,8399,1,5,spot,68.3,2,Tier 3,4,55.2,0,3,23.1,2.22,48.60498438028025,61.3,-3.7,5,66.9,42,9.9,60.6,86.1,3,23.2,15,23,air,1,3,3
"Congo, Dem. Rep.",Africa,-2.04,32.5,9.0,20.0,12.9,0,1,27.4,7251,1,7,spot,24.1,1,Tier 3,3,58.0,0,2,29.5,2.23,23.522834859829175,69.5,-10.3,131,77.6,47,9.827415074466877,68.1,91.9,6,30.9,0,29,land,1,3,3
Lebanon,Middle East,-1.52,65.0,0.8,23.0,4.1,0,0,28.8,9246,0,5,spot,72.0,0,Tier 2,6,56.6,0,1,16.1,2.11,35.10839922863921,74.6,-10.0,538,68.1,57,8.991520434812243,75.8,90.5,6,18.7,8,27,air,0,3,3
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,22.5,9354,0,6,spot,71.0,2,Tier 3,3,62.7,0,2,21.2,3.02,30.45692877637797,50.8,-14.3,223,65.6,45,11.121436142363443,75.1,100.0,5,21.1,19,21,sea,2,3,3
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,43.2,9186,0,2,spot,50.5,1,Tier 3,6,39.4,0,2,28.6,1.65,34.0721484680594,74.4,-6.5,5,65.7,47,9.582737862243043,84.1,91.6,1,14.4,0,23,sea,0,3,3
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,1,31.4,9727,0,7,spot,74.4,1,Tier 3,5,42.9,0,4,19.5,1.9,20.959778909419054,64.5,-3.6,10,73.6,38,7.374915487222756,79.8,93.2,0,28.1,8,22,sea,1,3,3
Mozambique,Africa,-1.27,35.0,3.0,21.0,2.8,0,1,53.9,9315,0,2,long-term,73.4,2,Tier 3,5,49.4,0,2,23.5,2.4,46.51783398833339,83.2,-5.8,324,64.4,51,7.740249031457592,78.6,94.0,3,18.2,7,17,land,1,3,3
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,1,0,12.3,10057,0,6,spot,71.0,0,Tier 3,8,50.3,1,5,13.9,2.6,43.294316388758254,54.0,-18.0,114,67.2,41,11.56242898772285,70.3,95.1,6,25.5,9,22,sea,0,3,4
Cote d'Ivoire,Africa,-0.63,35.0,1.2,43.0,0.0,0,0,26.5,8567,0,1,spot,31.2,1,Tier 3,4,41.7,0,2,22.3,1.89,24.386115426588304,63.3,0.1,5,70.8,44,10.548445785125965,64.5,93.1,6,23.1,9,25,sea,0,3,2
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,1,1,34.8,9577,1,2,long-term,35.7,1,Tier 2,5,56.6,0,4,30.8,2.41,47.203874789026045,62.5,-9.3,5,67.0,44,8.76869805597208,76.1,89.9,2,15.5,16,28,air,2,3,4
"Iran, Islamic Rep.",Middle East,-1.69,35.0,6.5,23.0,0.8,0,0,17.0,10250,0,0,long-term,60.8,0,Tier 2,3,64.8,1,3,37.3,1.68,26.6,77.4,-8.5,33,54.8,53,7.0,79.4,87.4,3,22.0,1,19,sea,0,3,3
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,1,0,30.5,7385,1,5,spot,53.5,2,Tier 3,3,60.0,0,4,45.4,1.8,22.8,55.9,1.2,299,63.9,43,8.190294022510216,64.9,90.4,1,18.2,9,15,sea,1,3,4
Senegal,Africa,-0.14,35.0,1.9,46.0,0.0,0,0,39.2,8759,0,1,long-term,50.3,0,Tier 3,2,53.7,0,4,26.5,2.69,35.15644952264064,53.1,-5.0,5,65.4,48,11.527109093254836,79.5,90.9,1,26.4,5,21,sea,0,3,3
Tunisia,Africa,-0.63,35.0,2.2,39.0,0.0,0,1,28.3,9045,1,0,spot,57.3,4,Tier 3,3,59.3,0,2,28.4,1.72,31.271731417870313,86.7,-5.6,179,75.5,53,9.514030183716372,70.4,93.6,2,22.8,0,23,sea,1,3,3
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,28.6,6676,0,0,spot,63.3,2,Tier 2,8,45.5,0,8,37.2,2.01,14.9,78.7,-0.7,280,70.0,34,7.0,80.1,86.3,3,22.7,12,29,sea,0,3,4
Morocco,Africa,-0.37,35.0,2.7,39.0,0.0,0,1,41.4,8292,1,0,spot,85.9,1,Tier 3,2,35.1,0,4,20.3,2.18,29.445014090367536,74.0,-4.1,5,74.0,44,10.2,75.6,79.0,3,17.9,4,30,land,0,3,3
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,37.0,7174,0,0,spot,84.2,1,Tier 3,6,48.1,0,7,50.8,2.33,18.8,57.3,-0.2,5,53.2,26,7.18074552495315,72.1,89.6,2,24.6,3,20,land,1,3,4
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,0,26.1,9666,1,1,spot,58.3,2,Tier 3,5,46.4,0,2,45.4,2.2,28.3,79.5,-17.7,5,65.3,50,10.399903128965036,80.5,90.2,4,28.6,8,19,sea,1,3,2
Saudi Arabia,Middle East,-0.21,65.0,1.8,57.0,0.0,1,0,34.4,8023,1,2,spot,49.2,1,Tier 1,4,30.5,0,6,42.2,1.89,34.0,66.5,-6.3,195,67.6,49,7.7,71.4,82.8,5,24.0,4,19,sea,2,3,4
Pakistan,South Asia,-1.93,32.5,11.1,28.0,5.5,0,0,25.3,8834,0,3,spot,61.3,0,Tier 2,6,51.6,0,4,35.7,2.6,26.0,64.2,-1.5,182,68.4,22,8.362919998751547,66.4,94.8,2,22.5,6,26,land,3,3,3
Bangladesh,South Asia,-0.91,32.5,6.8,24.0,0.3,1,1,22.1,13029,1,2,spot,121.8,1,Tier 3,13,33.2,0,6,18.5,3.59,57.456766046102864,82.3,-19.3,5,46.2,59,13.138017332387243,49.1,98.1,3,32.9,0,29,sea,1,4,4
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,1,0,13.3,13799,1,0,spot,106.0,0,Tier 2,6,31.3,0,4,20.2,3.65,50.12072825205107,75.2,-19.8,221,49.3,75,16.815734325249803,62.0,95.0,5,43.9,9,29,sea,0,4,4
Kyrgyz Republic,Central Asia,-0.48,35.0,0.6,26.0,0.1,0,0,22.4,13558,1,0,long-term,118.2,1,Tier 2,5,32.8,0,7,20.3,3.53,50.088341581537144,80.6,-12.5,700,59.9,74,7.450602153338307,61.7,96.4,3,42.0,0,34,sea,2,4,4
Uzbekistan,Central Asia,-0.15,35.0,0.3,31.0,0.0,1,1,0.2,12354,1,1,spot,98.5,0,Tier 3,6,25.3,0,5,25.6,4.03,58.25566099848727,85.7,-24.3,577,45.9,66,15.332074040538252,62.3,95.7,10,43.6,1,29,sea,2,4,4
Rwanda,Africa,0.11,47.5,1.8,58.0,0.0,1,0,14.9,11735,0,2,long-term,112.8,0,Tier 3,8,41.9,0,6,17.8,3.74,53.40287411163959,100.0,-14.1,249,48.0,65,12.951689972317919,61.5,93.4,4,42.6,6,33,sea,1,4,4
Oman,Middle East,0.59,55.0,0.8,52.0,0.0,1,1,18.3,13302,1,0,spot,62.1,0,Tier 3,6,51.5,1,4,0.0,3.48,57.08679068325998,58.0,-10.6,569,57.2,67,13.500609495583202,63.7,96.5,7,38.9,10,33,sea,0,4,4
Bangladesh,South Asia,-0.91,32.5,6.8,24.0,0.3,0,1,3.8,12854,1,0,spot,97.1,0,Tier 2,5,39.9,0,12,10.7,3.82,52.58942885238694,85.4,-24.9,5,52.2,67,14.74427541800538,61.1,100.0,11,36.5,0,34,land,1,4,4
United Arab Emirates,Middle East,0.68,77.5,0.4,69.0,0.0,1,0,9.5,13030,1,0,long-term,82.5,0,Tier 3,11,42.3,1,4,13.4,3.11,46.275302241856565,94.6,-24.1,592,48.8,69,13.92743151180208,71.8,89.6,2,39.0,6,31,sea,1,4,4
Mozambique,Africa,-1.27,35.0,3.0,21.0,2.8,0,1,2.0,15041,0,3,long-term,109.7,1,Tier 3,11,30.8,1,8,0.0,3.44,67.58257177074785,84.8,-20.0,273,48.1,52,15.565443409692147,57.3,96.6,9,39.6,0,33,land,4,4,4
"Congo, Dem. Rep.",Africa,-2.04,32.5,9.0,20.0,12.9,1,1,17.1,12810,1,0,spot,90.6,0,Tier 3,5,26.2,0,5,12.6,4.06,45.544725117168454,60.5,-13.5,204,51.5,66,13.7,61.0,78.6,7,27.8,5,25,land,3,4,4
Uganda,Africa,-0.7,35.0,4.2,25.0,0.1,0,0,2.8,13586,0,0,spot,81.1,0,Tier 3,5,32.2,0,7,9.8,4.29,51.59998371885353,94.8,-14.3,132,57.2,72,13.860306881696578,69.1,99.7,6,35.3,3,30,air,1,4,4
Turkmenistan,Central Asia,-0.11,36.2,0.0,17.0,0.0,1,1,10.6,13230,0,4,spot,97.1,0,Tier 2,3,25.2,0,7,0.0,3.3,56.42261599807672,100.0,-11.6,5,54.4,63,15.339234035066161,54.5,99.1,5,31.7,7,35,sea,2,4,4
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,1,1,15.7,12300,0,2,spot,118.6,0,Tier 3,7,51.9,0,8,1.2,3.65,48.22324699836857,76.3,-14.9,422,46.5,63,15.634179542452545,56.8,91.7,7,26.7,5,35,sea,6,4,4
Pakistan,South Asia,-1.93,32.5,11.1,28.0,5.5,1,0,10.7,12837,0,6,spot,92.6,0,Tier 2,8,39.6,0,8,10.7,4.33,46.059482598477075,69.6,-20.3,5,54.6,63,16.566508345973585,57.0,94.2,4,34.1,6,36,sea,5,4,4
Saudi Arabia,Middle East,-0.21,65.0,1.8,57.0,0.0,0,1,12.7,13093,0,2,spot,126.2,0,Tier 2,7,29.5,0,8,15.5,4.07,53.55218014254832,79.7,-14.4,705,45.8,62,15.441189587468017,50.1,100.0,9,42.0,12,31,sea,3,4,4
